Industry,Job Title,Business Name,Link,Phone,Email,Website,Street,Suburb,State,Postcode,Full Location,Category,About Us,Products and Services
Health and Allied Health,Dental Assistant,Ciach Silvia Dr,https://www.yellowpages.com.au/vic/melbourne/ciach-silvia-dr-12161328-listing.html,(03) 9650 4920,theteam@smilesolutions.com.au,http://www.smilesolutions.com.au,Level 1 Manchester Unity Buil 220 Collins St,Melbourne,VIC,3000.0,"Level 1 Manchester Unity Buil 220 Collins St, Melbourne VIC 3000",Dentist,"About Ciach Silvia Dr
Melbourne home of dentistry",No information available
Health and Allied Health,Dental Assistant,Burt Gordon Dr,https://www.yellowpages.com.au/vic/melbourne/burt-gordon-dr-12633281-listing.html,(03) 9654 5079,reception@prosassociates.com.au,http://www.prosassociates.com.au,Level 16 15 Collins St,Melbourne,VIC,3000.0,"Level 16 15 Collins St, Melbourne VIC 3000",Dentist,No information available,No information available
Health and Allied Health,Dental Assistant,Adawn Dental Studio,https://www.yellowpages.com.au/vic/brunswick-east/adawn-dental-studio-12375725-listing.html?isTopOfList=true&premiumProductId=505558546,1300 223 296,info@bedentalstudio.com.au,https://adawn.me,39 Nicholson St,Brunswick East,VIC,3057.0,"39 Nicholson St, Brunswick East VIC 3057",Dentist,"About Adawn Dental Studio
Brunswick East Dentists provide dental care that is nothing less than spectacular.
Legal ID
Friendly, relaxed environment",No information available
Health and Allied Health,Dental Assistant,Dr Lina Okada,https://www.yellowpages.com.au/vic/melbourne/dr-lina-okada-1000002149286-listing.html,(03) 9663 6334,reception@alcastondentalcare.com.au,http://www.alcastondentalcare.com.au,Suite 1 Level 5 2 Collins St,Melbourne,VIC,3000.0,"Suite 1 Level 5 2 Collins St, Melbourne VIC 3000",Dentist,No information available,No information available
Health and Allied Health,Dental Assistant,SV Dental Centre,https://www.yellowpages.com.au/vic/fitzroy/sv-dental-centre-15154166-listing.html,(03) 9419 7022,info@svimplantcentre.com.au,https://svdc.com.au,Lvl 3/ 55 Victoria Parade,Fitzroy,VIC,3065.0,"Lvl 3/ 55 Victoria Parade, Fitzroy VIC 3065",Dentist,No information available,No information available
Health and Allied Health,Dental Assistant,Dr Lisa Crighton,https://www.yellowpages.com.au/vic/south-melbourne/dr-lisa-crighton-14170481-listing.html,(03) 9686 9400,southmelbmfs@hotmail.com,https://www.southmelbmfs.com.au,155 Park St,South Melbourne,VIC,3205.0,"155 Park St, South Melbourne VIC 3205",Dentist,No information available,No information available
Health and Allied Health,Dental Assistant,The Dental Company,https://www.yellowpages.com.au/vic/windsor/the-dental-company-14630898-listing.html,(03) 9908 8100,info@thedentalcompany.com.au,http://www.thedentalco.com.au,Lvl 2/ 6-10 Chapel St,Windsor,VIC,3181.0,"Lvl 2/ 6-10 Chapel St, Windsor VIC 3181",Dentist,"Legal ID
Children's Dentistry",No information available
Health and Allied Health,Dental Assistant,Hardi Dr V P,https://www.yellowpages.com.au/vic/footscray/hardi-dr-v-p-14349839-listing.html,(03) 9687 6269,vladhardi@hotmail.com,,131 Paisley St,Footscray,VIC,3011.0,"131 Paisley St, Footscray VIC 3011",Dentist,"Payment Methods
Cash
ABN
34 353 052 480
Staff
1-10
Established
1979","Hours of Operation
Open Monday - Friday
Product
Bleaches, Braces, Dental Flosses, Mouthguards, Mouthwashes, Toothpastes
Dental Concern
Chipped Teeth, Cracked Teeth, Crowded Teeth, Discoloured Teeth, Stains, Swellings, Tooth Decay, Wisdom Teeth
Services
Root Canal Surgery, Root Canal Treatments, Teeth Whitening
Features
By Appointment, Owner Operated, Registered
Catering To
Adults, Teenagers"
Health and Allied Health,Dental Assistant,Dr Graeme Wright,https://www.yellowpages.com.au/vic/moonee-ponds/dr-graeme-wright-15074726-listing.html,(03) 9326 2666,,http://www.essendondpc.com.au,"Essendon Day Procedure Centre, Level 1 665 Mount Alexander Road",Moonee Ponds,VIC,3039.0,"Essendon Day Procedure Centre, Level 1 665 Mount Alexander Road, Moonee Ponds VIC 3039",Dentist,"About Dr Graeme Wright
Oral and Maxillofacial Surgeon
ABN
34 309 344 761
ACN
109 935 659
Staff
1-10
Established
1998
Also trades as
Essendon Day Procedure Centre
Legal ID
0968879L","Dental Concern
Traumatic Injuries, Wisdom Teeth
Services
Dental Extractions, Dental Implants
Offering
OPG X-Ray
Features
Accredited, Certified, Registered
Catering To
Adults, Children, Infants, Maxillofacial Surgery, Oral Surgeons, Oral Surgery, Teenagers"
Health and Allied Health,Dental Assistant,Dentists of Hawthorn,https://www.yellowpages.com.au/vic/hawthorn/dentists-of-hawthorn-12052003-listing.html,(03) 9818 4981,reception@dentistsofhawthorn.com.au,https://www.dentistsofhawthorn.com.au,1/568 Glenferrie Rd,Hawthorn,VIC,3122.0,"1/568 Glenferrie Rd, Hawthorn VIC 3122",Dentist,No information available,No information available
Health and Allied Health,Dental Assistant,My Dental Clinic,https://www.yellowpages.com.au/vic/maribyrnong/my-dental-clinic-13225261-listing.html,(03) 9318 7678,info@mydentalclinic.com.au,http://www.mydentalclinic.com.au,473 Gordon St,Maribyrnong,VIC,3032.0,"473 Gordon St, Maribyrnong VIC 3032",Dentist,"ABN
92 381 374 649",No information available
Health and Allied Health,Dental Assistant,Kew Dentistry,https://www.yellowpages.com.au/vic/kew/kew-dentistry-11864825-listing.html,(03) 9855 1636,kkeweast@bigpond.net.au,http://www.kewdentistry.com,457 High St,Kew,VIC,3101.0,"457 High St, Kew VIC 3101",Dentist,"Payment Methods
EFTPOS
HICAPS
Mastercard
Visa
ABN
61 610 310 437
Legal ID
Service excellence through total customer care.","Hours of Operation
Open Monday - Friday, Open Saturdays
Product
Braces, Brackets, Lingual Braces
Dental Concern
Crowded Teeth, Teeth Grinding, Wisdom Teeth
Services
Abrasion, Bone Regeneration, Caps, Dental Bridges, Dental Extractions, Dental Implants, Dentures, Fillings, General Anaesthetic, Pain Management, Porcelain Veneers, Restorations, Root Canal Surgery, Straightening, Teeth Whitening, X-rays
Brand
Invisalign, Procera
Offering
Parking
Features
Bonded, By Appointment, Games, Movies, No Referral Necessary, TVs
Catering To
Adults, Children, Cosmetic Dentistry, Family, General Dentistry, Infants, Oral Surgery, Rehabilitation, Special Needs"
Health and Allied Health,Dental Assistant,Armadale Dentistry,https://www.yellowpages.com.au/vic/armadale/armadale-dentistry-12704003-listing.html,(03) 9509 1281,davstrauch2@gmail.com,,89 Wattletree Rd,Armadale,VIC,3143.0,"89 Wattletree Rd, Armadale VIC 3143",Dentist,"ABN
15 482 022 058
Staff
1-10
Established
1985
Legal ID
020013585","Catering To
Adults, Cosmetic Dentistry, Dentofacial Orthopaedics, Drill Free, Endodontics, Family, General Dentistry, Holistic, Homeopathy, Injection Free, Maxillofacial Surgery, Micro-dentistry, Neuromuscular, Oral Pathology, Oral Radiology, Oral Surgery, Orthodontics, Periodontics, Teenagers
Services
Abrasion, Bite Correction, Composite Fillings, Fillings, Onlays, Porcelain Veneers, Replacements, Root Canal Treatments, Teeth Cleaning, Teeth Whitening
Dental Concern
Abscess, Bumps, Chipped Teeth, Cleft Lip, Cracked Teeth, Dead Teeth, Dental Pulp, Discoloured Teeth, Dry Mouth, Inflammation, Stains, Swellings, Teeth Grinding, Temporomandibular Disorders, Tooth Decay, Tooth Sensitivity
Features
Certified, Guaranteed, Registered"
Health and Allied Health,Dental Assistant,Bliss Dentistry,https://www.yellowpages.com.au/vic/hawthorn-east/bliss-dentistry-14383833-listing.html,(03) 9822 2691,reception@blissdentistry.com.au,http://www.blissdentistry.com.au,20 Anderson Rd,Hawthorn East,VIC,3123.0,"20 Anderson Rd, Hawthorn East VIC 3123",Dentist,"Payment Methods
American Express
Cash
Cheques
Diners Club
EFTPOS
Mastercard
Money Order
Visa
Staff
1-10
Established
1980
Legal ID
Crowns and Bridges","Hours of Operation
Open Evenings, Open Monday - Friday, Open Saturdays
Product
Braces, Brackets, Mouthguards
Dental Concern
Headaches, Joint Disorders, Temporomandibular Disorders
Services
Dental Crowns, Dental Implants, Dentures, Fillings, Inlays, Onlays, Porcelain Veneers, Prosthetics, Restorations, Sealants, Straightening, Teeth Whitening, X-rays
Brand
Invisalign, Procera
Offering
HCF, Lasers, Parking
Features
Bonded, Delivery, Examinations, Insurance Claims, Medicare
Catering To
Adults, Children, Cosmetic Dentistry, Endodontics, Family, Oral Surgery, Orthodontics"
Health and Allied Health,Dental Assistant,Hampstead Dental,https://www.yellowpages.com.au/vic/maidstone/hampstead-dental-15356349-listing.html,(03) 9318 5599,info@hampsteaddental.com.au,https://hampsteaddental.com.au,44 Hampstead Rd,Maidstone,VIC,3012.0,"44 Hampstead Rd, Maidstone VIC 3012",Dentist,No information available,No information available
Health and Allied Health,Dental Assistant,Dental @ Niddrie Plaza,https://www.yellowpages.com.au/vic/niddrie/dental-niddrie-plaza-1000002688150-listing.html,(03) 9374 1222,info@dentalniddrieplaza.com.au,http://dentalniddrieplaza.com.au,Unit 8 344-346 Keilor Rd,Niddrie,VIC,3042.0,"Unit 8 344-346 Keilor Rd, Niddrie VIC 3042",Dentist,No information available,No information available
Health and Allied Health,Dental Assistant,A M Monteith,https://www.yellowpages.com.au/vic/surrey-hills/a-m-monteith-11925594-listing.html,(03) 9830 7130,surreydentalcare@bigpond.com,http://www.surreydentalcare.com,524 Whitehorse Rd,Surrey Hills,VIC,3127.0,"524 Whitehorse Rd, Surrey Hills VIC 3127",Dentist,No information available,"Catering To
Family"
Health and Allied Health,Dental Assistant,Box Hill North Dental,https://www.yellowpages.com.au/vic/box-hill-north/box-hill-north-dental-1000002688367-listing.html,(03) 9898 1119,boxhillnorthdental.au@gmail.com,https://www.boxhillnorthdental.com.au,508 Elgar Rd,Box Hill North,VIC,3129.0,"508 Elgar Rd, Box Hill North VIC 3129",Dentist,No information available,No information available
Health and Allied Health,Dental Assistant,Dr Chen Hui Min,https://www.yellowpages.com.au/vic/lower-templestowe/dr-chen-hui-min-14358934-listing.html,(03) 9858 3340,h.chen@doctor.com,http://www.doctor.com,281 Thompsons Rd,Lower Templestowe,VIC,3107.0,"281 Thompsons Rd, Lower Templestowe VIC 3107",Dentist,"Payment Methods
Cash
Cheques
ABN
24 593 713 026
Staff
1-10
Established
2006","Hours of Operation
Flexible Hours, Open Monday - Friday
Dental Concern
Dental Pulp, Dry Mouth, Gum Diseases, Teeth Grinding, Tooth Decay, Tooth Sensitivity, Whiplash
Services
Caps, Dental Crowns, Dental Implants, Fillings, Gum Treatments, Pain Management, Prosthetics, Replacements, Root Canal Surgery, Teeth Cleaning, Teeth Whitening, X-rays
Offering
Digital X-Ray, HBA, HCF, High Tech Laser, Lasers, Medibank Private, OPG X-Ray
Features
By Appointment, Consultations, Owner Operated, Quotes, Registered
Catering To
Adults, Children, Family, General Dentistry, Hygienists, Infants, Oral Surgeons, Teenagers"
Health and Allied Health,Dental Assistant,Middleborough Dental Care,https://www.yellowpages.com.au/vic/box-hill-south/middleborough-dental-care-1000000762051-listing.html,(03) 9808 0207,info@middleboroughdental.com.au,http://middleboroughdental.com.au,147 Middleborough Rd,Box Hill South,VIC,3128.0,"147 Middleborough Rd, Box Hill South VIC 3128",Dentist,No information available,No information available
Health and Allied Health,Dental Assistant,Smile To Go,https://www.yellowpages.com.au/vic/blackburn/smile-to-go-15593963-listing.html,(03) 9898 9434,info@smiletogo.com.au,http://www.smiletogo.com.au,308 Middleborough Rd,Blackburn,VIC,3130.0,"308 Middleborough Rd, Blackburn VIC 3130",Dentist,No information available,No information available
Health and Allied Health,Dental Assistant,Mary Dental,https://www.yellowpages.com.au/vic/oakleigh-south/mary-dental-1000002858255-listing.html,(03) 8518 6844,info@marydental.com.au,https://www.marydental.com.au,G 01/350 Warrigal Rd,Oakleigh South,VIC,3167.0,"G 01/350 Warrigal Rd, Oakleigh South VIC 3167",Dentist,"ABN
67 629 788 950",No information available
Health and Allied Health,Dental Assistant,Banyule Dental,https://www.yellowpages.com.au/vic/greensborough/banyule-dental-15744780-listing.html,(03) 9435 2966,info@banyuledental.com.au,https://banyuledental.com.au/contact-us,Level 2 68 Main St,Greensborough,VIC,3088.0,"Level 2 68 Main St, Greensborough VIC 3088",Dentist,"ABN
90 952 082 330",No information available
Health and Allied Health,Dental Assistant,Temp Fillings Pty Ltd,https://www.yellowpages.com.au/vic/mt-waverley/temp-fillings-pty-ltd-14504285-listing.html,(03) 9886 8300,mail@tempfillings.com.au,http://www.tempfillings.com.au,Level 3 Suite 2 255 Blackburn Rd,Mt Waverley,VIC,3149.0,"Level 3 Suite 2 255 Blackburn Rd, Mt Waverley VIC 3149",Dentist,"ABN
74 472 943 811","Features
Guaranteed
Catering To
Hygienists"
Health and Allied Health,Dental Assistant,Meadow Heights Dentist,https://www.yellowpages.com.au/vic/meadow-heights/meadow-heights-dentist-12462173-listing.html,(03) 9302 3140,info@meadowheightsdentist.com.au,https://meadowheightsdentist.com.au,1 Berringa Ct,Meadow Heights,VIC,3048.0,"1 Berringa Ct, Meadow Heights VIC 3048",Dentist,No information available,No information available
Health and Allied Health,Dental Assistant,Bright Bites Dental Clinic,https://www.yellowpages.com.au/vic/clayton/bright-bites-dental-clinic-1000002263912-listing.html,(03) 9543 1679,contact@brightbitesdental.com.au,http://www.brightbitesdental.com.au,293 Clayton Rd,Clayton,VIC,3168.0,"293 Clayton Rd, Clayton VIC 3168",Dentist,No information available,No information available
Health and Allied Health,Dental Assistant,Premier Dental Group,https://www.yellowpages.com.au/vic/roxburgh-park/premier-dental-group-1000002711957-listing.html,(03) 7006 5166,reception@premierdentalgroup.com.au,https://www.premierdentalgroup.com.au,15 Fouz St,Roxburgh Park,VIC,3064.0,"15 Fouz St, Roxburgh Park VIC 3064",Dentist,No information available,No information available
Health and Allied Health,Dental Assistant,Dr Daphne Ong,https://www.yellowpages.com.au/vic/mulgrave/dr-daphne-ong-12180986-listing.html,(03) 9547 9456,daphneong_88@hotmail.com,,63 Police Rd,Mulgrave,VIC,3170.0,"63 Police Rd, Mulgrave VIC 3170",Dentist,"Payment Methods
Cash
Direct Debit
EFT
ABN
90 186 751 513
Staff
1-10
Established
1985","Dental Concern
Chipped Teeth, Cracked Teeth, Crowded Teeth, Dead Teeth, Gum Diseases, Infections, Tooth Sensitivity, Wisdom Teeth
Catering To
Adults, Children, Family, General Dentistry, Oral Surgery, Orthodontics, Teenagers
Brand
Colgate, Oral-B, Sensodyne"
Health and Allied Health,Dental Assistant,Lu Toan Dr,https://www.yellowpages.com.au/vic/springvale/lu-toan-dr-12285386-listing.html,(03) 9558 4588,toan@drtlu.com.au,http://www.drtlu.com.au,21 Balmoral Ave,Springvale,VIC,3171.0,"21 Balmoral Ave, Springvale VIC 3171",Dentist,"Payment Methods
American Express
Cheques
EFT
EFTPOS
HICAPS
Mastercard
Visa
Staff
1-10
Established
1990","Hours of Operation
Flexible Hours, Open Monday - Friday
Product
Bleaches, Dental Flosses, Mouthguards, Mouthwashes, Prostheses, Toothpastes
Dental Concern
Cracked Teeth, Crowded Teeth, Dental Pulp, Discoloured Teeth, Dry Mouth, Facial Trauma, Gum Diseases, Headaches, Infections, Pressure, Sleep Apnoea, Sleep Disorders, Swellings, Teeth Grinding, Tooth Decay, Tooth Sensitivity, Wisdom Teeth
Services
Abrasion, Bite Correction, Dental Bridges, Dental Crowns, Dental Extractions, Dental Implants, Dentures, Fillings, Gum Treatments, Inlays, Onlays, Porcelain Veneers, Replacements, Restorations, Root Canal Surgery, Sealants, Smile Makeovers, Tartar Control, Teeth Cleaning, Teeth Whitening, X-rays
Offering
ACA Health Benefits Fund, Australian Unity, GMHBA, HBA, Medibank Private, National Health Benefits, Navy Health, NMRA Insurance, Parking, Police Health, Teachers Federation Health
Features
Certified, Family Operated, Family Owned, Owner Operated, Registered
Catering To
Adults, Children, Family, Teenagers"
Health and Allied Health,Dental Assistant,Smiles Of Diamond Creek,https://www.yellowpages.com.au/vic/diamond-creek/smiles-of-diamond-creek-1000002309040-listing.html,(03) 9438 2883,info@smilesofdiamondcreek.com.au,https://smilesofdiamondcreek.com.au,94 Main Hurstbridge Rd,Diamond Creek,VIC,3089.0,"94 Main Hurstbridge Rd, Diamond Creek VIC 3089",Dentist,No information available,No information available
Health and Allied Health,Dental Assistant,Hogans Road Dental,https://www.yellowpages.com.au/vic/hoppers-crossing/hogans-road-dental-15391186-listing.html,(03) 9748 8433,,http://www.hogansroaddental.com.au,63 Hogans Rd,Hoppers Crossing,VIC,3029.0,"63 Hogans Rd, Hoppers Crossing VIC 3029",Dentist,"Payment Methods
Cash
Cheques
Diners Club
Direct Debit
Legal ID
All ages dentistry","Hours of Operation
24hr Emergency Service, Open 24hrs, Open Evenings, Open Evenings By Appointment, Open Late
Product
Anti-snoring Devices, Bleaches, Braces, Dental Flosses
Dental Concern
Abscess, Bumps, Chipped Teeth, Cleft Lip, Cracked Teeth, Dead Teeth, Dental Pulp, Discoloured Teeth, Dry Mouth, Facial Trauma, Gum Diseases, Halitosis, Headaches, Infections, Inflammation, Inherited Disorders, Joint Disorders, Lumps, Nerves, Oral Cancer, Pressure, Sleep Apnoea, Sleep Disorders, Snoring, Stains, Swellings, Teeth Grinding, Temporomandibular Disorders, Tinnitus, TMJ Problems, Tooth Decay, Tooth Sensitivity, Traumatic Injuries, Whiplash, Wisdom Teeth
Services
Abrasion, Acupuncture, Amalgam Removal, Anaesthetics, Bite Correction, Bone Regeneration, Caps, Composite Fillings, Dental Bridges, Dental Crowns, Dental Extractions, Dental Implants, Dentures, Fillings, General Anaesthetic, Gum Treatments, Inlays, Laser Alignment, Occlusal Splints, Onlays, Porcelain Veneers, Reconstructions, Relines, Replacements, Restorations, Root Canal Surgery, Root Canal Treatments, Sealants, Smile Makeovers, Snoring Devices, Straightening, Tartar Control, Teeth Cleaning, Teeth Whitening
Features
Accredited, Certified, Consultations, Family Operated, Family Owned, Guaranteed, Owner Operated, Quality Assurance Systems, Registered
Catering To
Adults, Children, Cosmetic Dentistry, Dentofacial Orthopaedics, Drill Free, Endodontics, Family, General Dentistry, Holistic, Homeopathy, Injection Free, Maxillofacial Surgery, Micro-dentistry, Neuromuscular, Oral Pathology, Oral Radiology, Oral Surgery, Orthodontics, Periodontics, Prosthodontics, Rehabilitation, Sedation Dentistry, Special Needs, Sports Dentistry, Teenagers"
