Industry,Job Title,Business Name,Link,Phone,Email,Website,Street,Suburb,State,Postcode,Full Location,About Us,Products and Services
Hospital Equipment and Furniture Services,Internship - Event Coordinator,The OzAccom Group,https://www.yellowpages.com.au/vic/wheelers-hill/the-ozaccom-group-13372737-listing.html,(03) 8521 3533,,,35 Cambrian Cres,Wheelers Hill,VIC,3150.0,"35 Cambrian Cres, Wheelers Hill VIC 3150",No information available,No information available
Hospital Equipment and Furniture Services,Internship - Event Coordinator,Cinq Events,https://www.yellowpages.com.au/vic/dingley-village/cinq-events-13822971-listing.html,(03) 9558 0207,,,12 Sheridan Ct,Dingley Village,VIC,3172.0,"12 Sheridan Ct, Dingley Village VIC 3172",No information available,No information available
Hospital Equipment and Furniture Services,Internship - Event Coordinator,Lush Events,https://www.yellowpages.com.au/vic/caroline-springs/lush-events-13940875-listing.html,0424 268 923,,,27 Lancefield Dr,Caroline Springs,VIC,3023.0,"27 Lancefield Dr, Caroline Springs VIC 3023",No information available,No information available
Hospital Equipment and Furniture Services,Internship - Event Coordinator,[email protected],https://www.yellowpages.com.au/vic/wantirna-south/infocathieslanecomau-1000002858261-listing.html,(03) 9088 2013,,,90 Cathies Lane,Wantirna South,VIC,3152.0,"90 Cathies Lane, Wantirna South VIC 3152",No information available,No information available
Hospital Equipment and Furniture Services,Internship - Event Coordinator,Key Passion,https://www.yellowpages.com.au/vic/noble-park/key-passion-13939701-listing.html,0433 206 205,,,29/ 196 Corrigan Rd,Noble Park,VIC,3174.0,"29/ 196 Corrigan Rd, Noble Park VIC 3174",No information available,No information available
Hospital Equipment and Furniture Services,Internship - Event Coordinator,Awards Australia Pty Ltd,https://www.yellowpages.com.au/vic/bayswater/awards-australia-pty-ltd-13811814-listing.html,(03) 9720 2377,,,Unit 9/ 42 Stud Rd,Bayswater,VIC,3153.0,"Unit 9/ 42 Stud Rd, Bayswater VIC 3153",No information available,No information available
Hospital Equipment and Furniture Services,Internship - Event Coordinator,Action Event Management,https://www.yellowpages.com.au/vic/wantirna-south/action-event-management-13636808-listing.html,(03) 9839 3100,,,94 Lewis Rd,Wantirna South,VIC,3152.0,"94 Lewis Rd, Wantirna South VIC 3152",No information available,No information available
Hospital Equipment and Furniture Services,Internship - Event Coordinator,Phat Funk Entertainment,https://www.yellowpages.com.au/vic/rowville/phat-funk-entertainment-14915752-listing.html,0418 973 912,,,,Rowville,VIC,3178,Rowville VIC 3178,No information available,No information available
Hospital Equipment and Furniture Services,Internship - Event Coordinator,Powa Events,https://www.yellowpages.com.au/vic/bayswater/powa-events-12152703-listing.html,(03) 9729 9022,,,,Bayswater,VIC,3153,Bayswater VIC 3153,No information available,No information available
Hospital Equipment and Furniture Services,Internship - Event Coordinator,As You Wish Events,https://www.yellowpages.com.au/vic/keysborough/as-you-wish-events-1000002910336-listing.html,0413 341 421,,,,Keysborough,VIC,3173,Keysborough VIC 3173,No information available,No information available
Hospital Equipment and Furniture Services,Internship - Event Coordinator,Powa Events,https://www.yellowpages.com.au/vic/bayswater/powa-events-12807375-listing.html,(03) 9720 4900,,,Factory 9/ 29 Barry St,Bayswater,VIC,3153.0,"Factory 9/ 29 Barry St, Bayswater VIC 3153",No information available,No information available
Hospital Equipment and Furniture Services,Internship - Event Coordinator,Saptaranga Events,https://www.yellowpages.com.au/vic/dandenong/saptaranga-events-1000002858368-listing.html,0450 491 976,,,,Dandenong,VIC,3175,Dandenong VIC 3175,No information available,No information available
Hospital Equipment and Furniture Services,Internship - Event Coordinator,3LO,https://www.yellowpages.com.au/vic/croydon/3lo-1000002770310-listing.html,0478 429 780,,,41 Morecroft Ave,Croydon,VIC,3136.0,"41 Morecroft Ave, Croydon VIC 3136",No information available,No information available
Hospital Equipment and Furniture Services,Internship - Event Coordinator,Glitz & Glitter Events,https://www.yellowpages.com.au/vic/sunbury/glitz-glitter-events-15529283-listing.html,0447 742 033,,,47A O'Shanassy St,Sunbury,VIC,3429.0,"47A O'Shanassy St, Sunbury VIC 3429",No information available,No information available
Hospital Equipment and Furniture Services,Internship - Event Coordinator,AA.A Elegant Occasions,https://www.yellowpages.com.au/vic/hallam/aaa-elegant-occasions-13123882-listing.html,1800 246 884,,,,Hallam,VIC,3803,Hallam VIC 3803,No information available,No information available
Hospital Equipment and Furniture Services,Internship - Event Coordinator,Premier Artists Pty Ltd,https://www.yellowpages.com.au/vic/albert-park/premier-artists-pty-ltd-12237874-listing.html,(03) 9690 0559,premierartists@premierartists.com.au,http://www.premierartists.com.au,9 Dundas Lane,Albert Park,VIC,3206.0,"9 Dundas Lane, Albert Park VIC 3206","About Premier Artists Pty Ltd
Premier Artists exclusively represents many of Australia's highest profile artists.
Premier Artists was established in 1973 and is Australia's foremost agency for booking and touring of contemporary recording artists. As you will see from its artist roster, Premier Artists exclusively represents many of Australia's highest profile artists.
The team at Premier Artists includes
booking agents
, tour coordinators, accounting professionals and marketing experts, many with international experience, all working tirelessly to deliver a successful performance for everyone involved.
Just a few of the artists that we are exclusive booking agents for:
Jimmy Barnes
Daryl Braithwaite
The Black Sorrows
For our full roster please visit our
website
.
Give our team a call or email to organise a booking.
Payment Methods
Cash
Established
1973","Events
Balls, Club Events, Cocktail Parties, Community Functions, Concerts, Corporate Events, Festivals, Fund Raisers, Galas, Outdoor Events, Private Parties, Promotions, Public Events, Roadshows, VIP Events
Offering
Bands, Music
Features
By Appointment, Certified, Consultations, Delivery, Guaranteed, Owner Operated, Registered
Catering To
Adults, Casinos, Celebrities, Clubs, Comedians, Concert Halls, Dancers, Event Coordinators, Hotels, Models, Outdoors, Performers, Presenters, Producers, Pubs, Singers
Keywords
Entertainment bookings, Event bookings, Band bookings, Booking agents, Musicians agents Melbourne, Corporate entertainment, Booking agents Melbourne, Musicians agents, Entertainment agents Melbourne, Jimmy Barnes"
Hospital Equipment and Furniture Services,Internship - Event Coordinator,Suck it Up Septic Pump Outs & Toilet Hire,https://www.yellowpages.com.au/vic/benalla/suck-it-up-septic-pump-outs-toilet-hire-1000002902767-listing.html,0447 521 981,suckitupsepticpumpouts@gmail.com,https://www.suckitupsepticpumpouts.com.au,,,,,No location found,"About Suck it Up Septic Pump Outs & Toilet Hire
AT A GLANCE
Prompt service
All domestic, commercial & industrial services
Professional & efficient service
Local business with local knowledge
100% Client Satisfaction
Our objective is to assist our patron's desires and deliver firm, approachable and trustworthy service.
Based in Benalla we provide Portable Toilets services at affordable rates. You can rest assured that our sewage and wastewater products and services are prompt and friendly. No matter where you are located in NE Victoria, we've got the right product and service for you whether industrial, commercial or residential septic tanks call Suck it Up Septic Pump Outs & Toilet Hire.
If you are looking for portable toilet solutions for your outdoor events and construction requirements in Benalla, then turn to Suck it Up Septic Pump Outs & Toilet Hire. As a locally owned and operated company, we truly understand the unique requirements of our clients and deliver solutions accordingly. With extensive industry experience, we pride ourselves on providing premium and efficient solutions to make sure your sanitation requirements are met.
At Suck it Up Septic Pump Outs & Toilet Hire, we recognise the importance of having access to clean restroom facilities, especially in outdoor settings where traditional plumbing is unavailable. We offer a wide array of portable toilets, including standard single units, flushable portable toilet, ADA-compliant portable toilets, high-tech restroom solutions, luxury portable toilets, and more. These units come in handy whether you wish to organise an outdoor event, coordinate a festival, manage a construction site, etc.
As a customer-focused company, we strive to ensure 100% client satisfaction by offering prompt delivery of portable toilets, setups, regular maintenance, and servicing. Our team goes the extra mile to ensure that your portable restrooms are functional, hygienic, and ready to use whenever you require them. Furthermore, our team is always at your disposal. If you have any queries, do not hesitate to ask them. We revert immediately and offer valuable recommendations on picking the right unit, sanitation, and more.
Call us to know more!
PDF
PDF
Pump Out Septic Tank Regularly
Why Should You Pump Out Your Septic Tank Regularly?
PDF - 0.3mb
Staff
1-10
Established
1992
Also listed under
Septic Tank Cleaning","Features
Emergency Services, Locally Owned, Quotes, Registered
Product
Block Units, Double Units, Single units, Special Needs
Events
Birthdays, Concerts, Conferences, Corporate Events, Festivals, Outdoor Events, Parties, Private Parties, School Functions, Sporting Events, Weddings
Hours of Operation
Open Monday - Friday
Keywords
Flushable Portable Toilet, Local Portable Toilets Services, Restroom Solutions, Luxury Portable Toilets Benalla, Portable Toilet Benalla, Construction Portable Toilet Benalla, Portable Toilets, Construction Portable Toilet, Portable Restrooms Benalla, Luxury Portable Toilets, Single Units Portable Toilet, Toilet Hire, Portable Restrooms, Flushable Portable Toilet Benalla"
Hospital Equipment and Furniture Services,Internship - Event Coordinator,Rosebud Packaging Supplies,https://www.yellowpages.com.au/vic/rosebud/rosebud-packaging-supplies-11909757-listing.html,(03) 5986 7688,rpack@optusnet.com.au,http://www.rosebudpackagingsupplies.com.au,1/26 Colchester Rd,Rosebud,VIC,3939.0,"1/26 Colchester Rd, Rosebud VIC 3939","About Rosebud Packaging Supplies
AT A GLANCE
Australian-made products
Offer fully recyclable products
Quality cleaning supplies
Environmental friendliness
Our supply range's extensive & always well stocked
Rosebud Packaging Supplies is a steadily growing wholesale supply business serving greater Mornington Peninsula & outer suburbs.
Rosebud Packaging Supplies is able to provide quality products & cater to the needs of nearly any customer type. We have experience supplying materials to everyone from large-scale hotels & shops to small residences. Find out how we can help your family reunion or business operations run smoothly. Make Rosebud Packaging Supplies your supplier for hospitality supplies & enjoy huge savings.
Plan the Perfect Party
Are you throwing a party, potluck or another get-together? If so, Rosebud Packaging Supplies is here to help you do it in style. We carry an extensive inventory of party supplies for every occasion, so no matter what kind of event you’re hosting, we have the products to make it a memorable one.
Impress Your Guests
Rosebud Packaging Supplies is here to help you wow your guests. Our talented and artistic team will help you in making your party an event to remember with colourful costumes, bright balloons, festive decor and coordinating cutlery.
Celebrate in Style
No matter your reason for celebrating, Rosebud Packaging Supplies has what you need to do it in style. We carry party supplies for all occasions including Christmas, Easter, Anzac Day, Valentine’s Day, Mother’s Day, Father’s Day and more.
Congratulate Loved Ones
Has your loved one accomplished something great? Congratulate them with a banner or other themed decorations to help them feel appreciated. From graduation parties to promotion celebrations, Rosebud Packaging Supplies has you covered.
Make Your Meal an Event
No party is complete without kitchenware. Whether you’re looking for tablecloths, plates or cutlery, our team will help you find the materials to make your food display match your elegant, trendy or simplistic theme.
Eco-Friendly Products
Many consumers today value restaurants and cafés that make the effort to be eco-friendly. We are proud to offer fully recyclable products to your café so you can win the loyalty of your Earth-loving customers and help make the world a better place.
Payment Methods
Cash
Cheques
Direct Debit
EFTPOS
Mastercard
Money Order
Visa
ABN
43 177 238 537
Staff
1-10
Established
1992","Hours of Operation
Flexible Hours
Events
Birthdays, Children's Parties, Club Events, Parties, Private Parties, Weddings
Product
Disposable Products
Brand
Alpen, Betallic, Link-O-Loons, Merino, Sanbrook, Unique
Offering
Balloons, Banners, Cups, Cutlery, Decorating, Decorations, Pinatas, Plasticware, Plates, Serviettes, Streamers
Features
Delivery, Direct To Public, DIY, Free Quotes, Pick-up, Takeaway
Keywords
Cleaning Products  Supplies Rosebud, Party Supplies Mornington Peninsula, Direct To Public, Cleaning Products, Festive Decorations, Kitchen supplies, Cleaning Products  Supplies Colchester Rd, Cleaning Supplies, Party Supplies, Party Supply Shop, Elegant Kitchenware, Household Chemicals, Paper Products, Take Away Packaging, Party Supply Shop Rosebud, Party Planning Support, Party Supply Specialists"
